Name,Department,Quality Rating,Number of Ratings,Would Take Again,Difficulty
Tommaso Treu,Physics,3.8,18 ratings,N/A,2.8
Edouard Giessinger,Physics,3.9,16 ratings,82%,1.6
Angela Karmis,Physics,4.0,13 ratings,N/A,2.9
Sebastian Streichan,Physics,4.4,8 ratings,100%,3
Nathaniel Craig,Physics,4.2,6 ratings,84%,4.2
Joshua Wiener,Physics,1.8,4 ratings,25%,4
Tim Brown,Physics,1.0,1 ratings,N/A,5
Adolfo Holguin,Physics,4.0,1 ratings,100%,3
Ari Kaplan,Physics,1.0,1 ratings,0%,4
Sam Guruswamy,Physics,0.0,0 ratings,N/A,0
Kelly Pawlak,Physics,0.0,0 ratings,N/A,0
Melih Solmaz,Physics,0.0,0 ratings,N/A,0
Takako Hirokawa,Physics,0.0,0 ratings,N/A,0
Bruce Bimber,Political Science,4.0,74 ratings,73%,3.7
Benjamin Cohen,Political Science,4.4,42 ratings,100%,3.4
Lorelei Moosbrugger,Political Science,4.3,42 ratings,70%,3.3
John Woolley,Political Science,2.8,36 ratings,20%,3.3
Satyajit Singh,Political Science,4.0,23 ratings,74%,3.2
Christopher Sprecher,Political Science,1.8,19 ratings,50%,2.2
Robert Hinckley,Political Science,4.2,17 ratings,N/A,2.4
Paasha Mahdavi,Political Science,4.4,14 ratings,86%,3.4
Lorraine McDonnell,Political Science,4.5,12 ratings,N/A,3.3
Narayani Lasala-Blanco,Political Science,3.1,10 ratings,50%,3.4
Manoutchehr Eskandari-qajar,Political Science,3.0,9 ratings,34%,3.6
C McKoy,Political Science,3.6,7 ratings,N/A,2.3
Hahrie Han,Political Science,4.0,4 ratings,75%,4
John Wooley,Political Science,3.5,2 ratings,100%,4
Alan Wyner,Political Science,1.5,1 ratings,N/A,3
CG Santori,Political Science,2.0,1 ratings,N/A,5
Natasha Bennett,Political Science,5.0,1 ratings,100%,3
Matt Rochat,Political Science,5.0,1 ratings,100%,4
Eric Smith,Political Science,4.0,68 ratings,77%,3
Andrew Norris,Political Science,3.2,66 ratings,55%,4.3
Neil Narang,Political Science,4.8,51 ratings,98%,3
Corinna Reyes,Political Science,3.8,41 ratings,N/A,2.5
Gregg Santori,Political Science,2.7,32 ratings,N/A,3.2
Clayton Nall,Political Science,3.1,34 ratings,62%,3.8
Pavel Oleinikov,Political Science,3.0,13 ratings,N/A,3.8
Christopher Parker,Political Science,1.3,12 ratings,0%,4.4
Tristin Beckman,Political Science,4.6,5 ratings,N/A,2.2
Eric Stein,Political Science,3.8,5 ratings,80%,2.6
Gayle Binion,Political Science,4.1,4 ratings,N/A,3
Rivka Amado,Political Science,1.7,3 ratings,0%,4.3
Sandra Popiden,Political Science,5.0,1 ratings,N/A,1
Chris Miljanich,Political Science,4.0,1 ratings,100%,3
Sam Fontaine,Political Science,5.0,1 ratings,100%,2
Cesar Martinez-Alvarez,Political Science,0.0,0 ratings,N/A,0
Aaron Belkin,Political Science,4.2,89 ratings,100%,3.1
Kathleen Bruhn,Political Science,3.4,87 ratings,52%,3.2
Paige Digeser,Political Science,3.8,68 ratings,75%,3.9
Marguerite Nash,Political Science,3.2,53 ratings,N/A,3.2
Bridget Coggins,Political Science,2.7,50 ratings,37%,3.6
Thomas Hughes,Political Science,4.7,34 ratings,100%,3.2
Pei-Te Lien,Political Science,2.6,30 ratings,41%,3
Ted Anagnoson,Political Science,4.3,22 ratings,N/A,2.4
Julia Morse,Political Science,4.2,22 ratings,73%,3.2
Leah Stokes,Political Science,4.5,13 ratings,85%,3.5
Jessica Feezell,Political Science,4.7,12 ratings,N/A,2.8
Joshua Meyer-Gutbrod,Political Science,2.8,12 ratings,42%,4.1
Dean Chen,Political Science,4.6,11 ratings,N/A,1.7
Scott Englund,Political Science,3.8,6 ratings,N/A,2.3
Robbie Totten,Political Science,4.6,5 ratings,N/A,2.2
Mario Guerrero,Political Science,5.0,3 ratings,N/A,3.3
Marisela Marquez,Political Science,4.5,1 ratings,N/A,3
Adam Norris,Political Science,0.0,0 ratings,N/A,0
Mariam Mgebrishvili,Political Science,0.0,0 ratings,N/A,0
Brent Strathman,Political Science,3.3,91 ratings,46%,4.3
Chase Morgan-Hobbs,Political Science,4.3,28 ratings,75%,3.9
Cynthia Kaplan,Political Science,2.6,25 ratings,20%,4
Heather Stoll,Political Science,3.4,19 ratings,34%,3.6
Steve Weatherford,Political Science,2.9,15 ratings,N/A,4.3
Nicholas Dungey,Political Science,5.0,14 ratings,100%,2.3
Amit Ahuja,Political Science,4.2,12 ratings,86%,3.8
Daniel Masterson,Political Science,2.9,8 ratings,38%,2.8
Henry Kim,Political Science,2.4,7 ratings,N/A,2.9
Tae-Yeoun Keum,Political Science,4.3,6 ratings,84%,3
Kristina Rohrer,Political Science,5.0,3 ratings,100%,3.7
Brian Lovato,Political Science,4.8,2 ratings,N/A,2
Kate Swain,Political Science,3.3,2 ratings,N/A,4.5
Corah Walker,Political Science,3.0,1 ratings,0%,3
Aj Rice,Political Science,2.0,1 ratings,0%,3
Laurie Freeman,Political Science,2.3,36 ratings,35%,2.8
Matto Mildenberger,Political Science,3.9,18 ratings,67%,3.6
Garrett Glasgow,Political Science,4.6,18 ratings,N/A,2.2
Caleb Miller,Political Science,4.9,12 ratings,100%,3.3
Geoff Allen,Political Science,3.7,9 ratings,78%,3.4
Steve Wiener,Political Science,2.9,7 ratings,100%,3.7
Tabitha Benney,Political Science,3.5,7 ratings,100%,3
Solomon Major,Political Science,2.7,6 ratings,N/A,2.8
Daniel Gomez,Political Science,4.5,2 ratings,100%,2.5
Alan Fridlund,Psychology,4.1,494 ratings,72%,3.1
Stanley Klein,Psychology,4.3,204 ratings,82%,2.6
David Sherman,Psychology,3.6,72 ratings,59%,3.1
Jonathan Schooler,Psychology,3.5,57 ratings,77%,3.3
James Roney,Psychology,3.4,49 ratings,67%,3.6
Samantha Scudder,Psychology,4.6,43 ratings,91%,2.8
Miguel Eckstein,Psychology,4.1,32 ratings,78%,3
Diane MacKie,Psychology,3.2,27 ratings,25%,3.8
Kasie Mays,Psychology,2.7,25 ratings,40%,3.1
Jennifer La Guardia,Psychology,1.7,20 ratings,N/A,4.8
Alexander Swan,Psychology,2.5,17 ratings,N/A,3.5
Caitlin Taylor,Psychology,3.7,15 ratings,74%,2.9
Smaranda Lawrie,Psychology,5.0,10 ratings,100%,3.2
Paul Kovacs,Psychology,3.8,9 ratings,100%,2
Cynthia Gangi,Psychology,4.9,5 ratings,N/A,2.2
Melissa Consoli,Psychology,3.2,5 ratings,40%,2.6
Molly Metz,Psychology,2.4,5 ratings,N/A,3.2
Joannalee Campbell,Psychology,3.0,4 ratings,N/A,4.8
Alexandra Chambers,Psychology,4.2,3 ratings,N/A,2.3
Arlene Ortiz,Psychology,2.5,2 ratings,100%,1.5
Jessica Hai,Psychology,4.5,4 ratings,100%,2.5
Alison Cerezo,Psychology,4.0,1 ratings,100%,2
Arturo Deza,Psychology,5.0,1 ratings,N/A,1
Andrew Choi,Psychology,5.0,1 ratings,100%,4
Katy Walter,Psychology,4.0,1 ratings,100%,3
Farshid Moshrefi,Psychology,0.0,0 ratings,N/A,0
Nils Reimer,Psychology,0.0,0 ratings,N/A,0
Elliot Rodger,Psychology,0.0,0 ratings,N/A,0
Zoe Liberman,Psychology,3.2,83 ratings,54%,3.1
Thomas Tommy Sprague,Psychology,4.6,61 ratings,92%,2.6
Christian Herrera,Psychology,1.9,42 ratings,22%,3.7
Nancy Collins,Psychology,4.8,35 ratings,N/A,2.3
Ben Reese,Psychology,2.9,33 ratings,9%,4.7
Barry Giesbrecht,Psychology,4.5,20 ratings,100%,3
Melinda Baham,Psychology,3.8,16 ratings,69%,2.6
Michael Mrazek,Psychology,4.5,15 ratings,N/A,1.8
Linda Juang,Psychology,3.1,14 ratings,N/A,2.9
R Relvin,Psychology,2.7,13 ratings,N/A,4
Ami Cohen,Psychology,2.8,11 ratings,N/A,3.9
David Hamilton,Psychology,3.6,8 ratings,N/A,4.3
Luke Janes,Psychology,4.3,6 ratings,84%,1.3
Jon Goodwin,Psychology,5.0,4 ratings,100%,1.5
John Protzko,Psychology,4.2,3 ratings,N/A,3.7
Miya Barnett,Psychology,5.0,3 ratings,100%,1.7
Leo Jimenez Chavez,Psychology,3.7,3 ratings,67%,3
Jennifer Wenzel,Psychology,4.3,2 ratings,N/A,3.5
Jim Blascovich,Psychology,3.0,2 ratings,N/A,2
Kyle Ploense,Psychology,4.0,2 ratings,0%,4
Sam Del Castillo,Psychology,2.0,1 ratings,0%,3
Mandy Cisler,Psychology,4.0,1 ratings,100%,2
Danielle King,Psychology,5.0,1 ratings,N/A,4
Aaron Haddock,Psychology,5.0,1 ratings,N/A,2
Jonna La Joy,Psychology,4.0,1 ratings,100%,2
Delwin Carter,Psychology,5.0,1 ratings,100%,2
Anudhi Munasinghe,Psychology,0.0,0 ratings,N/A,0
Vanessa Woods,Psychology,3.6,102 ratings,54%,3.6
Elliott Ihm,Psychology,4.5,69 ratings,87%,3
Tod Kippin,Psychology,3.2,54 ratings,60%,3.3
Michael Miller,Psychology,3.8,43 ratings,N/A,3.2
Aaron Ettenberg,Psychology,4.6,36 ratings,94%,3.6
Barbara Thayer,Psychology,3.3,24 ratings,63%,4
Kyle Ratner,Psychology,4.3,25 ratings,91%,2.2
Ron Keiflin,Psychology,4.3,20 ratings,85%,3
Emily Jacobs,Psychology,4.3,18 ratings,84%,2.9
Thai Chu,Psychology,3.9,8 ratings,N/A,2.3
Erika Felix,Psychology,3.3,6 ratings,67%,3.2
Janusonis Skirmantas,Psychology,4.5,6 ratings,100%,2.5
Rachel Penton,Psychology,3.3,3 ratings,67%,3.7
Youngki Hong,Psychology,4.0,3 ratings,100%,2.3
Alyssa Lawson,Psychology,5.0,3 ratings,100%,3
Ikuko Smith,Psychology,3.3,3 ratings,67%,3
Jason Anderson,Psychology,1.0,1 ratings,0%,4
Jessica Roeder,Psychology,4.5,1 ratings,N/A,2
Vinnie Wu,Psychology,0.0,0 ratings,N/A,0
Anthony Scroggins,Psychology,0.0,0 ratings,N/A,0
Andy Alexander,Psychology,0.0,0 ratings,N/A,0
Shelly Gable,Psychology,4.4,72 ratings,81%,2.6
Skirmantas Janusonis,Psychology,4.0,56 ratings,69%,3
Jeff Niehaus,Psychology,4.6,46 ratings,N/A,2.5
Katerina Ford,Psychology,1.9,46 ratings,14%,3.9
Richard Mayer,Psychology,3.7,39 ratings,58%,2.5
Mary Hegarty,Psychology,3.0,38 ratings,54%,3.1
Leda Cosmides,Psychology,3.5,38 ratings,20%,2.9
Heejung Kim,Psychology,3.4,30 ratings,78%,2.6
Bianca Acevedo,Psychology,1.6,26 ratings,0%,3.3
Logan Fiorella,Psychology,4.3,14 ratings,50%,3
Elaine German,Psychology,4.5,13 ratings,100%,1.5
Richard Gramzow,Psychology,5.0,8 ratings,100%,1.8
Amedee Martella,Psychology,5.0,8 ratings,100%,1.5
Brian Lopez,Psychology,4.8,7 ratings,100%,2.7
James Blascovich,Psychology,3.1,5 ratings,N/A,4
Matthew Quirk,Psychology,3.0,4 ratings,50%,2
Spencer Mermelstein,Psychology,5.0,2 ratings,100%,2.5
Payton Small,Psychology,4.5,2 ratings,100%,2.5
Chelsea Brown,Psychology,3.0,1 ratings,0%,2
Michael Furlong,Psychology,2.5,1 ratings,N/A,2
Steve Smith,Psychology,5.0,1 ratings,100%,2
Jill Sharkey,Psychology,0.0,0 ratings,N/A,0
Bailey Immel,Psychology,0.0,0 ratings,N/A,0
Russell Revlin,Psychology,3.7,203 ratings,38%,3.1
Tamsin German,Psychology,4.5,181 ratings,91%,2.1
Karen Szumlinski,Psychology,4.5,78 ratings,91%,3.7
Brenda Major,Psychology,3.0,49 ratings,30%,3.3
Nicole Albada,Psychology,4.7,48 ratings,94%,3
Randy Corpuz,Psychology,4.6,39 ratings,100%,2.7
Hongbo Yu,Psychology,3.5,23 ratings,57%,2.9
Daniel Conroy-Beam,Psychology,4.3,22 ratings,78%,3
Scott Grafton,Psychology,4.3,6 ratings,67%,3.5
Regina Lapate,Psychology,4.4,5 ratings,80%,2.6
Michael Beyeler,Psychology,5.0,5 ratings,100%,2.4
Jeff Bowen,Psychology,4.5,4 ratings,100%,3.5
Ben Mooneyham,Psychology,4.5,3 ratings,N/A,3
Zoe Kinias,Psychology,3.5,3 ratings,N/A,2.7
Celeste Pilegard,Psychology,4.3,3 ratings,0%,3.3
Adar Eisenbruch,Psychology,4.0,2 ratings,100%,3
Tessa Dover,Psychology,5.0,2 ratings,100%,3
Stephen Mack,Psychology,5.0,1 ratings,N/A,2
Viki Papadakis,Psychology,1.0,1 ratings,0%,1
Allie Mittelsted,Psychology,0.0,0 ratings,N/A,0
Greg Hillis,Religion,4.1,125 ratings,77%,2.1
Christine Thomas,Religion,4.2,51 ratings,78%,2.7
Rudy Busto,Religion,4.4,43 ratings,72%,2.2
Tom Carlson,Religion,4.0,41 ratings,75%,4.4
Greg Jarrett,Religion,3.9,38 ratings,80%,3.1
Ahmad Ahmad,Religion,2.9,26 ratings,63%,3
Kristy Slominski,Religion,4.4,7 ratings,N/A,1.7
Finbarr Curtis,Religion,4.9,5 ratings,N/A,3.2
Brad Onishi,Religion,3.6,4 ratings,N/A,4.5
Matt Recla,Religion,5.0,1 ratings,N/A,2
WD Gard,Religion,5.0,1 ratings,100%,3
Daniel Hotary,Religion,0.0,0 ratings,N/A,0
Catherine Albanese,Religion,3.2,45 ratings,N/A,2.7
Stefania Tutino,Religion,4.5,43 ratings,N/A,3.2
Jose Cabezon,Religion,4.3,14 ratings,70%,2.6
Janet Afary,Religion,3.6,11 ratings,72%,3
Aaron Sokoll,Religion,4.6,9 ratings,100%,2
Anne Taves,Religion,2.6,8 ratings,0%,3
Nathan French,Religion,4.3,3 ratings,N/A,2.7
Dan Hirshberg,Religion,4.3,2 ratings,N/A,4
Enteshari Fariba,Religion,0.0,0 ratings,N/A,0
Yevgeniy Runkevich,Religion,0.0,0 ratings,N/A,0
Barbara Holdrege,Religion,3.4,46 ratings,47%,3.4
Juan Campo,Religion,3.3,41 ratings,38%,3.2
Brian Clearwater,Religion,5.0,1 ratings,N/A,1
Bill Powell,Religion,3.2,22 ratings,N/A,3.4
Randal Garr,Religion,3.8,16 ratings,25%,3.6
David Fowler,Religion,4.5,11 ratings,78%,3
Rasha Al Omari,Religion,3.7,5 ratings,34%,3.8
Jeremy Smoak,Religion,4.8,4 ratings,N/A,3
Racha El Omari,Religion,5.0,3 ratings,100%,3.3
KM Moore,Religion,2.3,3 ratings,N/A,2.7
Victoria Ballmes,Religion,2.3,3 ratings,100%,2.3
Garrett Baer,Religion,5.0,2 ratings,100%,2
Nathan Fredrickson,Religion,4.0,1 ratings,100%,2
W.Randall Garr,Religion,5.0,1 ratings,100%,3
Ines Telemantez,Religion,4.5,1 ratings,N/A,1
Timothy Snediker,Religion,0.0,0 ratings,N/A,0
Wade Roof,Religion,3.5,28 ratings,N/A,2.2
Fabio Rambelli,Religion,3.8,7 ratings,0%,2.6
Elizabeth Currans,Religion,4.3,4 ratings,N/A,3.3
Majid Rafizadeh,Religion,4.9,4 ratings,N/A,1.3
Diamante Waters,Religion,2.8,2 ratings,N/A,3.5
Linda Jones,Religion,4.0,1 ratings,N/A,3
M Hwang-Stingl,Religion,5.0,1 ratings,100%,1
Jed Forman,Religion,5.0,1 ratings,100%,3
Wendy Wiseman,Religious Studies,2.1,19 ratings,27%,4.3
Dominic Steavu-Balint,Religious Studies,4.7,16 ratings,100%,2.5
Elizabeth Perez,Religious Studies,3.6,10 ratings,80%,2.5
Greg Johnson,Religious Studies,3.7,6 ratings,67%,2.2
kevin whitesides,Religious Studies,4.0,2 ratings,100%,3.5
Shivani Bothra,Religious Studies,5.0,1 ratings,100%,3
Maharshi Vyas,Religious Studies,4.0,3 ratings,67%,2.7
Delores Mondragoacuten,Religious Studies,1.0,1 ratings,0%,1
Ersa Tunc,Religious Studies,4.0,1 ratings,100%,1
Joseph Blankholm,Religious Studies,4.5,45 ratings,89%,3.2
David Walker,Religious Studies,4.4,38 ratings,88%,3.2
Vesna Wallace,Religious Studies,3.4,28 ratings,38%,2.3
David White,Religious Studies,3.6,9 ratings,75%,3.1
Peter Romaskiewicz,Religious Studies,4.4,5 ratings,100%,3
Sahaj Parikh,Religious Studies,5.0,6 ratings,100%,2.7
Michael Ium,Religious Studies,3.0,5 ratings,20%,2.2
Or Porath,Religious Studies,5.0,3 ratings,100%,3
Rory Lindsay,Religious Studies,5.0,2 ratings,100%,2
Damian Lanahan-Kalish,Religious Studies,5.0,1 ratings,100%,2
Gillian Osborne,Religious Studies,0.0,0 ratings,N/A,0
Dwight Reynolds,Religious Studies,4.5,24 ratings,100%,1.9
William Elison,Religious Studies,4.4,13 ratings,77%,2.4
Louis Caron,Religious Studies,4.5,12 ratings,91%,3.5
Andrea Castiglioni,Religious Studies,4.7,3 ratings,100%,2.7
Marshall Evans,Religious Studies,3.5,2 ratings,50%,2
Patrick Lambelet,Religious Studies,0.0,0 ratings,N/A,0
Brendan Newlon,Religious Studies,0.0,0 ratings,N/A,0
Lauren Griffin,Religious Studies,0.0,0 ratings,N/A,0
Richard Hecht,Religious Studies,3.5,102 ratings,50%,2.8
Ines Talamantez,Religious Studies,2.8,58 ratings,82%,2
Mitchell Kauffman,Religious Studies,4.2,11 ratings,64%,3.1
Aazam Feiz,Religious Studies,5.0,9 ratings,100%,1.9
Daigengna Duoer,Religious Studies,5.0,6 ratings,100%,2.2
Bob Fredona,Religious Studies,2.3,3 ratings,N/A,3.3
Caleb McCarthy,Religious Studies,4.0,1 ratings,100%,3
Jesse Drian,Religious Studies,5.0,1 ratings,100%,3
William Chavez,Religious Studies,3.0,1 ratings,0%,4
Ahmad Ahmad,Religious Studies,5.0,1 ratings,100%,3
Baatra Ochir,Religious Studies,4.0,1 ratings,100%,3
Luke McCracken,Religious Studies,0.0,0 ratings,N/A,0
Paula Bruice,Science,2.9,221 ratings,38%,3.9
William Freudenburg,Science,4.2,88 ratings,N/A,2.5
David Harris,Science,2.5,51 ratings,N/A,2.9
Fyl Pincus,Science,2.4,16 ratings,67%,3.3
Lisa Berry,Science,4.0,14 ratings,N/A,2.7
Rachel Spratt,Science,2.7,12 ratings,42%,2.3
Mike McGinnis,Science,3.8,6 ratings,N/A,3.8
Uta Passow,Science,2.8,5 ratings,20%,3
Robert Antonucci,Science,2.9,101 ratings,37%,3.2
Alex Wrobel,Science,5.0,43 ratings,100%,2.4
Melvyn Manalis,Science,3.7,29 ratings,N/A,2.9
Paul Wack,Science,4.3,26 ratings,50%,2.2
Robin Matoza,Science,4.0,19 ratings,87%,2.1
Bernie Kirtman,Science,2.6,15 ratings,43%,4.1
Charles Samuel,Science,4.1,8 ratings,100%,3
Janis Ingham,Science,3.1,4 ratings,N/A,4
Paul Relis,Science,2.3,3 ratings,N/A,3.7
Doug Thrower,Science,3.7,93 ratings,58%,3.6
Kelsey Dowdy,Science,4.6,11 ratings,82%,2.8
Donald Aue,Science,3.0,128 ratings,88%,3.6
Alex Simms,Science,4.3,63 ratings,79%,2.4
John Moore,Science,4.6,36 ratings,92%,2.6
Helene Gardner,Science,4.0,28 ratings,58%,3.2
Dorothy Pak,Science,3.7,3 ratings,34%,2.7
Ann Williams,Science,0.0,0 ratings,N/A,0
Mike Mahan,Science,4.3,14 ratings,40%,4
Josh Schimel,Science,3.4,11 ratings,80%,3.6
Chela Sandoval,Social Science,2.7,14 ratings,20%,3.2
Alexis McCurn,Social Science,3.4,5 ratings,N/A,2.2
Daraka Larimore,Social Science,0.0,0 ratings,N/A,0
Britt Andreatta,Social Science,3.3,57 ratings,N/A,2.6
Silke Werth,Social Science,4.6,16 ratings,93%,2.3
Sunny Kim,Social Science,0.0,0 ratings,N/A,0
Tony Jackson,Social Science,0.0,0 ratings,N/A,0
Diane Fujino,Social Science,3.9,84 ratings,92%,3.1
Richard Appelbaum,Social Science,4.1,56 ratings,100%,3
Emily Simpson,Social Science,5.0,1 ratings,100%,3
Michele Bartlett,Social Work,0.0,0 ratings,N/A,0
John Baldwin,Sociology,3.7,352 ratings,53%,3.3
Kum Kum Bhavnani,Sociology,4.6,31 ratings,34%,2.3
Simonetta Falasca,Sociology,3.7,27 ratings,58%,2.9
Timothy Mechlinski,Sociology,3.8,19 ratings,N/A,2.6
Oscar Soto,Sociology,5.0,19 ratings,100%,3
Catherine Taylor,Sociology,3.4,18 ratings,56%,3.3
Sylvanna Falcon,Sociology,3.3,11 ratings,0%,3.1
Amandeep Sandhu,Sociology,3.2,10 ratings,N/A,2.4
jean beaman,Sociology,2.5,10 ratings,50%,2.9
Ingrid Li,Sociology,4.5,6 ratings,100%,3.8
Sprague Jeb,Sociology,4.1,5 ratings,67%,3.4
Ke B Anderson,Sociology,3.3,3 ratings,100%,3.7
Tonya Lindsey,Sociology,5.0,2 ratings,100%,3.5
Ali Hendley,Sociology,4.0,1 ratings,N/A,2
Rolando Longoria,Sociology,5.0,1 ratings,N/A,1
Don Zimmerman,Sociology,0.0,0 ratings,N/A,0
France Winddance Twine,Sociology,2.6,57 ratings,11%,3.4
Elena Raymond,Sociology,3.3,50 ratings,64%,2.9
Baldwin Janice,Sociology,3.8,37 ratings,55%,3.1
Alicia Cast,Sociology,4.7,33 ratings,92%,2.6
Noah Friedkin,Sociology,2.9,25 ratings,34%,2.2
Jennifer Earl,Sociology,3.6,19 ratings,N/A,3.3
Tristan Bridges,Sociology,4.4,19 ratings,79%,3.9
Nikki Jones,Sociology,4.3,18 ratings,N/A,2.2
Jon Cruz,Sociology,4.1,18 ratings,60%,2.4
Zachary King,Sociology,4.8,17 ratings,100%,3.2
Ralph Armbruster,Sociology,3.5,17 ratings,60%,2.7
Yader Lanuza,Sociology,4.1,16 ratings,69%,1.9
Zakiya Luna,Sociology,1.6,13 ratings,0%,3.7
Fatima Suarez,Sociology,3.0,13 ratings,54%,3.4
Erik Love,Sociology,4.2,12 ratings,N/A,2.5
Erika Arenas-Velazquez,Sociology,2.0,12 ratings,25%,3.4
Debra Guckenheimer,Sociology,2.0,8 ratings,0%,4.5
Monica Lomeli,Sociology,3.4,8 ratings,0%,3.1
. Friedland Ro,Sociology,3.9,5 ratings,N/A,2.2
Megan Tabag,Sociology,5.0,1 ratings,100%,1
Jasmine Kelekay,Sociology,1.0,1 ratings,0%,3
Lillian Jungleib,Sociology,5.0,1 ratings,N/A,1
Sarah Rios,Sociology,0.0,0 ratings,N/A,0
Howard Winant,Sociology,2.5,143 ratings,48%,2.6
Avery Gordon,Sociology,3.3,111 ratings,77%,2
Victor Rios,Sociology,4.2,93 ratings,69%,1.9
John Foran,Sociology,4.6,45 ratings,100%,2.2
Summer Gray,Sociology,4.9,19 ratings,100%,2.2
Jason Turowetz,Sociology,4.7,17 ratings,100%,1.9
Hannah Wohl,Sociology,3.5,13 ratings,62%,3.4
Shae Miller,Sociology,2.3,10 ratings,0%,3.1
Clayton Childress,Sociology,4.9,9 ratings,100%,2.8
Tagart Sobotka,Sociology,4.4,7 ratings,86%,1.9
Joan Budesa,Sociology,4.8,5 ratings,100%,2.2
Ry Brennan,Sociology,3.0,5 ratings,40%,2.6
Dana Kornberg,Sociology,2.6,5 ratings,40%,3.6
Brooke Neely,Sociology,4.5,4 ratings,N/A,2
Kristopher Kohler,Sociology,4.5,4 ratings,100%,3.3
Elizabeth Rahilly,Sociology,4.5,3 ratings,N/A,3
Edward Telles,Sociology,2.0,2 ratings,0%,3.5
Veronica Montes,Sociology,5.0,1 ratings,N/A,2
Jonathan Gomez,Sociology,3.0,1 ratings,0%,4
Idalia Robles de Leon,Sociology,5.0,1 ratings,100%,4
Erik Nelson,Sociology,1.0,1 ratings,0%,1
Verta Taylor,Sociology,0.0,0 ratings,N/A,0
Cierra Sorin,Sociology,0.0,0 ratings,N/A,0
Ian Waller,Sociology,0.0,0 ratings,N/A,0
William Robinson,Sociology,3.5,125 ratings,56%,3.2
Tara Tober,Sociology,4.6,91 ratings,93%,2.2
Raymond Clemencon,Sociology,3.6,35 ratings,64%,3.2
Kevin Whitehead,Sociology,4.2,28 ratings,78%,3.1
Xuan Santos,Sociology,4.2,26 ratings,0%,2.1
Molly George,Sociology,4.2,14 ratings,100%,2.7
Danielle Hidalgo,Sociology,3.0,13 ratings,50%,4.1
Steven Osuna,Sociology,5.0,8 ratings,100%,1.9
Greg Goalwin,Sociology,4.7,7 ratings,100%,2.9
Rachel Parker,Sociology,2.9,7 ratings,N/A,3.7
Krista Bywater,Sociology,2.1,6 ratings,N/A,4
Amy Martinez,Sociology,3.2,6 ratings,50%,2.5
Gabrielle Gonzales,Sociology,5.0,3 ratings,100%,2.7
Ben Manski,Sociology,3.7,3 ratings,100%,3
Daniel Armanino,Sociology,4.3,2 ratings,N/A,3
Maria Charles,Sociology,1.5,2 ratings,50%,3.5
Stacie Furia,Sociology,0.0,0 ratings,N/A,0
Gordon Abra,Sociology,3.9,82 ratings,77%,3.5
John Mohr,Sociology,3.9,35 ratings,100%,1.5
Craig Rawlings,Sociology,4.8,33 ratings,100%,2.2
Denise Bielby,Sociology,2.8,30 ratings,58%,3.4
Fernando Lopez-Alves,Sociology,3.9,24 ratings,50%,2.2
Kevin Anderson,Sociology,3.6,21 ratings,58%,2.9
John Sutton,Sociology,4.3,19 ratings,34%,2.2
Reginald Daniel,Sociology,4.1,18 ratings,75%,3.4
Denise Segura,Sociology,2.5,18 ratings,16%,3.8
Geoffrey Raymond,Sociology,4.5,18 ratings,100%,2.6
Richard Widick,Sociology,3.8,14 ratings,N/A,3.4
Gene Lerner,Sociology,2.6,9 ratings,N/A,3.1
Darwin Bondgraham,Sociology,3.4,7 ratings,N/A,3
Logan Klien,Sociology,3.9,7 ratings,N/A,2
Terrell Winder,Sociology,4.6,5 ratings,80%,2.8
Alison Crossley,Sociology,4.6,4 ratings,N/A,1.8
Nicki Cole,Sociology,4.9,4 ratings,N/A,2.3
H A Zetzer,Sociology,4.3,4 ratings,75%,1.8
Neda Maghbouleh,Sociology,4.5,3 ratings,N/A,2.7
J Sterphone,Sociology,5.0,3 ratings,100%,2.3
Waverly Duck,Sociology,5.0,3 ratings,100%,2.3
Sarah Thébaud,Sociology,3.0,2 ratings,0%,4
Rebecca Romo,Sociology,5.0,1 ratings,N/A,3
Stanley Ellis,Sociology,5.0,1 ratings,N/A,3
Lauren Alfrey,Sociology,5.0,1 ratings,N/A,2
David Feldman,Sociology,0.0,0 ratings,N/A,0
Laura Marques-Pascual,Spanish,3.1,24 ratings,37%,3.9
Jorge Checa,Spanish,3.2,13 ratings,N/A,2.1
Carina Paredes-Rivera,Spanish,5.0,7 ratings,100%,2.4
Aline Ferreira,Spanish,3.0,6 ratings,34%,2.2
Yunuen Gomez Ocampo,Spanish,4.5,4 ratings,75%,3
Stefan Dubois,Spanish,4.0,3 ratings,100%,3
Jovana Gomez,Spanish,1.0,2 ratings,0%,3.5
Jakob Romine,Spanish,5.0,3 ratings,100%,3
Elizabeth Narvaez,Spanish,5.0,1 ratings,N/A,2
Nora Real- Leon Mendez,Spanish,4.0,1 ratings,N/A,2
Maitane Muruamendiaraz,Spanish,5.0,2 ratings,100%,1.5
James Musselman,Spanish,0.0,0 ratings,N/A,0
Kayla McLaughlin,Spanish,4.6,14 ratings,N/A,3.1
Alba Constenla-Torrado,Spanish,5.0,5 ratings,100%,3
Carmen Araujo,Spanish,1.8,5 ratings,20%,4.2
Bernadette Ramirez,Spanish,5.0,5 ratings,100%,2.4
Joseacute Zenteno,Spanish,1.5,2 ratings,0%,4
Nathalie Bragadir,Spanish,5.0,2 ratings,100%,2
Osiris Gomez,Spanish,3.5,1 ratings,N/A,2
Omar Figueredo,Spanish,4.0,1 ratings,100%,3
